dataset,model,method,k,seed,num_nodes,num_edges_original,num_edges_anonymized,accuracy,macro_f1,micro_f1,accuracy_loss,macro_f1_loss,micro_f1_loss,accuracy_utility_ratio,macro_f1_utility_ratio,micro_f1_utility_ratio,global_utility_score,method_error
pubmed,node2vec_logreg,Ange_Original,50,2024.0,19717.0,44324.0,44435.0,0.644,0.6310851203304032,0.644,0.014,0.009580202548888,0.014,0.9787234042553192,0.9850464787046184,0.9787234042553192,0.9808310957384188,
pubmed,node2vec_logreg,Ange_Modifie_NCC,50,2024.0,19717.0,44324.0,166201.0,0.36,0.3556407627788989,0.36,0.298,0.2850245601003923,0.298,0.547112462006079,0.5551116161252039,0.547112462006079,0.5497788467124539,
pubmed,node2vec_logreg,Zhou_Pei,50,2024.0,19717.0,44324.0,179703.0,0.398,0.3790486073947651,0.398,0.26,0.2616167154845261,0.26,0.6048632218844985,0.5916483909121804,0.6048632218844985,0.6004582782270591,
pubmed,node2vec_logreg,1HiKDA,50,2024.0,19717.0,44324.0,45141.0,0.648,0.6321610561347705,0.648,0.01,0.0085042667445207,0.01,0.9848024316109424,0.9867258825461308,0.9848024316109424,0.9854435819226718,
pubmed,node2vec_logreg,1HiKDA,2,,,,,0.6473333333333334,0.6278125084973544,0.6473333333333334,0.0153333333333333,0.017293437780359,0.0153333333333333,0.976872797291978,0.9732142590808704,0.976872797291978,0.9756532845549422,
pubmed,node2vec_logreg,Ange_Modifie_NCC,2,,,,,0.3776666666666666,0.3652393248944954,0.3776666666666666,0.285,0.279866621383218,0.285,0.5699547761789744,0.5662370670457454,0.5699547761789744,0.5687155398012314,
pubmed,node2vec_logreg,Ange_Original,2,,,,,0.6736666666666666,0.6589528719673177,0.6736666666666666,-0.011,-0.0138469256896042,-0.011,1.016678947530011,1.021555370217783,1.016678947530011,1.0183044217592687,
pubmed,node2vec_logreg,Zhou_Pei,2,,,,,0.4513333333333333,0.4367462775433748,0.4513333333333333,0.2113333333333333,0.2083596687343386,0.2113333333333333,0.6808347046200333,0.6768364483369224,0.6808347046200333,0.6795019525256629,
pubmed,node2vec_logreg,original,2,,,,,0.6626666666666666,0.6451059462777134,0.6626666666666666,0.0,0.0,0.0,1.0,1.0,1.0,1.0,
pubmed,node2vec_logreg,1HiKDA,5,,,,,0.6403333333333333,0.622671571090369,0.6403333333333333,0.0223333333333333,0.0224343751873444,0.0223333333333333,0.9663168453578108,0.965244538587912,0.9663168453578108,0.9659594097678444,
pubmed,node2vec_logreg,Ange_Modifie_NCC,5,,,,,0.3643333333333333,0.3379870949535289,0.3643333333333333,0.2983333333333334,0.3071188513241845,0.2983333333333334,0.5498626192973605,0.5240471838441423,0.5498626192973605,0.5412574741462878,
pubmed,node2vec_logreg,Ange_Original,5,,,,,0.66,0.6443134735811008,0.66,0.0026666666666666,0.0007924726966125,0.0026666666666666,0.9960363742675588,0.9988340344076126,0.9960363742675588,0.9969689276475768,
pubmed,node2vec_logreg,Zhou_Pei,5,,,,,0.4003333333333334,0.3887609640443902,0.4003333333333334,0.2623333333333333,0.2563449822333232,0.2623333333333333,0.6039427986712839,0.6025433392682104,0.6039427986712839,0.6034763122035928,
pubmed,node2vec_logreg,original,5,,,,,0.6626666666666666,0.6451059462777134,0.6626666666666666,0.0,0.0,0.0,1.0,1.0,1.0,1.0,
pubmed,node2vec_logreg,1HiKDA,10,,,,,0.6433333333333334,0.6257373267410197,0.6433333333333334,0.0193333333333333,0.0193686195366937,0.0193333333333333,0.9707728283149052,0.9699710663008524,0.9707728283149052,0.970505574310221,
pubmed,node2vec_logreg,Ange_Modifie_NCC,10,,,,,0.3643333333333333,0.3427039913561072,0.3643333333333333,0.2983333333333334,0.3024019549216062,0.2983333333333334,0.549671945146699,0.5311403420412928,0.549671945146699,0.5434947441115635,
pubmed,node2vec_logreg,Ange_Original,10,,,,,0.629,0.6171927648954886,0.629,0.0336666666666667,0.0279131813822248,0.0336666666666667,0.9492466286051552,0.9567880703786577,0.9492466286051552,0.951760442529656,
pubmed,node2vec_logreg,Zhou_Pei,10,,,,,0.3823333333333333,0.3689251929921321,0.3823333333333333,0.2803333333333334,0.2761807532855813,0.2803333333333334,0.5768850552432642,0.5718354687402172,0.5768850552432642,0.5752018597422486,
pubmed,node2vec_logreg,original,10,,,,,0.6626666666666666,0.6451059462777134,0.6626666666666666,0.0,0.0,0.0,1.0,1.0,1.0,1.0,
pubmed,node2vec_logreg,1HiKDA,50,,,,,0.6523333333333333,0.6369816440385169,0.6523333333333333,0.0103333333333333,0.0081243022391965,0.0103333333333333,0.9843959258694096,0.9874446545547096,0.9843959258694096,0.9854121687645097,
pubmed,node2vec_logreg,Ange_Modifie_NCC,50,,,,,0.3619999999999999,0.3489828267768635,0.3619999999999999,0.3006666666666667,0.2961231195008499,0.3006666666666667,0.546188097918806,0.5409550186058114,0.546188097918806,0.5444437381478079,
