dataset,model,k,method,accuracy,macro_f1,micro_f1,accuracy_loss,macro_f1_loss,micro_f1_loss,accuracy_utility_ratio,macro_f1_utility_ratio,micro_f1_utility_ratio,global_utility_score
cora,graphsage,2,1HiKDA,0.7656666666666667,0.7621901912141041,0.7656666666666667,0.02300000000000002,0.020374566876537603,0.02300000000000002,0.9709383842748197,0.9740422477381485,0.9709383842748197,0.9719730054292626
cora,graphsage,2,Ange_Modifie_NCC,0.6543333333333333,0.6451888470721613,0.6543333333333333,0.13433333333333333,0.13737591101848057,0.13433333333333333,0.8298434356557319,0.8246163492762091,0.8298434356557319,0.8281010735292244
cora,graphsage,2,Ange_Original,0.789,0.7827215469184114,0.789,-0.00033333333333333365,-0.00015678882776966793,-0.00033333333333333365,1.0004469029413856,1.000222594419125,1.0004469029413856,1.0003721334339655
cora,graphsage,2,Zhou_Pei,0.623,0.6123039513881596,0.623,0.1656666666666667,0.1702608067024822,0.1656666666666667,0.7900995788470438,0.7825722283943292,0.7900995788470438,0.7875904620294722
cora,graphsage,2,original,0.7886666666666667,0.7825647580906417,0.7886666666666667,0.0,0.0,0.0,1.0,1.0,1.0,1.0
cora,graphsage,5,1HiKDA,0.75,0.745313442015028,0.75,0.0386666666666667,0.037251316075613716,0.0386666666666667,0.9510106098227752,0.9524331762925374,0.9510106098227752,0.9514847986460292
cora,graphsage,5,Ange_Modifie_NCC,0.6176666666666667,0.6125790597631319,0.6176666666666667,0.17100000000000004,0.1699856983275099,0.17100000000000004,0.7832891908606142,0.7828053588576945,0.7832891908606142,0.7831279135263077
cora,graphsage,5,Ange_Original,0.778,0.7729204367455719,0.778,0.010666666666666677,0.00964432134506991,0.010666666666666677,0.986455420203229,0.9876408364917872,0.986455420203229,0.9868505589660819
cora,graphsage,5,Zhou_Pei,0.576,0.563777837061274,0.576,0.21266666666666675,0.21878692102936778,0.21266666666666675,0.7304051702848683,0.7204681865361037,0.7304051702848683,0.7270928423686134
cora,graphsage,5,original,0.7886666666666667,0.7825647580906417,0.7886666666666667,0.0,0.0,0.0,1.0,1.0,1.0,1.0
cora,graphsage,10,1HiKDA,0.7476666666666666,0.7441900363420865,0.7476666666666666,0.041000000000000036,0.038374721748555274,0.041000000000000036,0.9480813711115604,0.9510429513761652,0.9480813711115604,0.9490685645330954
cora,graphsage,10,Ange_Modifie_NCC,0.589,0.5825793990637388,0.589,0.19966666666666674,0.19998535902690306,0.19966666666666674,0.7471155747934725,0.7445417089745713,0.7471155747934725,0.7462576195205054
cora,graphsage,10,Ange_Original,0.7916666666666666,0.7859666011298124,0.7916666666666666,-0.0030000000000000027,-0.003401843039170682,-0.0030000000000000027,1.0038139522943081,1.0043391184355321,1.0038139522943081,1.003989007674716
cora,graphsage,10,Zhou_Pei,0.577,0.5647334685128942,0.577,0.21166666666666675,0.21783128957774764,0.21166666666666675,0.731720610412813,0.721770259485381,0.731720610412813,0.7284038267703358
cora,graphsage,10,original,0.7886666666666667,0.7825647580906417,0.7886666666666667,0.0,0.0,0.0,1.0,1.0,1.0,1.0
cora,graphsage,50,1HiKDA,0.7383333333333333,0.7338739307004545,0.7383333333333333,0.050333333333333376,0.048690827390187374,0.050333333333333376,0.9361920349908063,0.9378097530776976,0.9361920349908063,0.9367312743531034
cora,graphsage,50,Ange_Modifie_NCC,0.5963333333333333,0.5843090286354314,0.5963333333333333,0.19233333333333338,0.19825572945521042,0.19233333333333338,0.7563024448538025,0.746734596669949,0.7563024448538025,0.7531131621258513
cora,graphsage,50,Ange_Original,0.787,0.7820802949645443,0.787,0.001666666666666668,0.00048446312609751185,0.001666666666666668,0.9979121146808069,0.9994019557810887,0.9979121146808069,0.9984087283809008
cora,graphsage,50,Zhou_Pei,0.539,0.5259921659486527,0.539,0.24966666666666668,0.2565725921419891,0.24966666666666668,0.6836147812257934,0.6722341476645511,0.6836147812257934,0.6798212367053793
cora,graphsage,50,original,0.7886666666666667,0.7825647580906417,0.7886666666666667,0.0,0.0,0.0,1.0,1.0,1.0,1.0
